X,Y,dapi,gfp,rfp
53.03571429,660.7142857,9259.107143,1790.178571,4667.107143
54.34482759,696,9709.068966,2591.034483,4732.931034
54.25925926,36.18518519,10377.14815,1435.555556,9370.592593
54.43243243,128.4594595,9963.108108,1333.459459,5717.621622
54.5,156.8076923,8541.038462,4301.846154,4460.653846
54.47761194,299.1641791,10400.80597,2652.820896,5839.716418
53.90909091,310.2272727,10035.54545,1609.5,6216.590909
53.84375,321.78125,10570.84375,2447.28125,5928.21875
53.66666667,343.3333333,11132.06667,2714.466667,6283.866667
55.1147541,350.1639344,12691.67213,2296.852459,6051.901639
53.77777778,391.9444444,13721.22222,2578.722222,6113.833333
54.29787234,523.2340426,9393.042553,1286.957447,7289.93617
53.13461538,550.75,9128.346154,1516.326923,7157.634615
53.75,645.0178571,10630.82143,1985.107143,5211.053571
54.41666667,673.1666667,9678.833333,1981.083333,5936.5
54.5,691.5,8853.5,1541.333333,3677.666667
54.66666667,61.33333333,8276.416667,1534.583333,3135.416667
55,253.5454545,13002,3038.424242,5831.939394
55.6875,367.78125,13209.9375,3257.9375,6619.1875
54.91549296,380.1408451,14847.40845,2416.197183,6473.253521
55.78723404,388.3617021,14019.89362,2622.489362,6009.574468
55.15584416,464.2207792,9725.454545,1038.935065,3111.532468
56.08247423,6.391752577,11742.38144,2360.402062,8039.886598
56,503.4423077,8756.692308,2006.519231,7353.038462
56.57142857,616.1785714,11286.21429,2224.75,5774.035714
56.86486486,114.7567568,9891.513514,1262.72973,5144.891892
55.75,418.65625,10332.1875,3907.28125,4100.375
57.58823529,261.5882353,11958.47059,1573.294118,6071.529412
59.31034483,405.9310345,12127.34483,2768.034483,6267.62069
58.02564103,211.6410256,14138.33333,3434.294872,7085.551282
60.19565217,221.8043478,12698.13043,3302.23913,6891.847826
59.48958333,237.1666667,13874.61458,2153.354167,5924.802083
59.5,457,9939.261905,1243.309524,7389.738095
59.48148148,583,10422.33333,4490.037037,5314.703704
58.53225806,638.0322581,11055.37097,3545.080645,6165.467742
59.90909091,167.4848485,9180.484848,1128.333333,8425.151515
60.06896552,194.0344828,11648.13793,3740.62069,5641.172414
60,227,12598.55556,2865.333333,7301.666667
60.2962963,665.9074074,10318.25926,1539.851852,5248.296296
60.94117647,0.823529412,10257.17647,1461.882353,5550.294118
60.62068966,39,9446.517241,1319.172414,4886.62069
61.28571429,229,12479.57143,2005.714286,6952.428571
60.60869565,318.5362319,11351.97101,2618.57971,5635.710145
61.06756757,373.4054054,14186.78378,2375.540541,6337.364865
61.13333333,408.9333333,11663.2,3552.266667,5988.666667
61.27777778,559.2777778,8914.944444,2599.777778,9023.555556
60.66666667,568.2,8829.7,1404.033333,10344.6
60.56,705.44,9853.72,2945.52,4601.56
62.25,411,11952.5,2662.6875,7324.0625
61.20588235,417.0882353,10849.35294,2470.911765,6904.852941
61.8852459,676.8032787,9283.459016,1504.491803,4897.721311
63.47058824,5.352941176,8673.294118,1407.058824,5448.235294
63.94736842,41.31578947,9322,1261.578947,4268.842105
62.54,122.52,9662.08,1334.48,6800.56
63.22857143,202.1428571,12223.42857,3244.142857,5909.428571
63.7037037,209.7777778,13626.07407,4424.185185,6229.666667
62.7037037,296.8888889,10749.14815,4057.185185,5969.259259
63.38157895,339.1447368,12869.42105,3403.381579,6406.434211
63.42857143,413.5714286,12322.14286,1787.761905,8908.619048
63.23300971,438.3592233,12261.53398,1589.796117,5985.495146
63.5,451.2666667,9474.1,1470.866667,12613.36667
61.53658537,593.0406504,11653.18699,3846.512195,5870.707317
62.73333333,656.2,8859,2046.3,4736.433333
62.93243243,695.5810811,9362.22973,1901.121622,4697.297297
64.83333333,325.25,10897.13889,2355.972222,6204.5
63.74509804,574.5098039,12175.27451,1501.784314,7759.196078
64.05,620.22,10210.39,3077.4,5977.59
64.9787234,174.893617,9282.659574,1233.404255,7419.489362
64.975,184.4,10143.875,4922.1,5086.7
63.74074074,309.7962963,11002.59259,2300.462963,6258.722222
64,99.62,9552.42,1266.64,8186.36
65.68571429,142.0571429,9046.914286,1663.285714,5870.342857
66.5,208.5,12737.42857,2273.857143,6007.214286
66.15625,351.53125,11508.8125,2787.78125,5503.0625
65.93684211,397.5263158,13045.43158,2399.768421,6412.210526
64.70588235,483.0588235,10110.11765,1266.117647,7422.411765
66.38709677,650.3548387,9308.806452,1806.677419,5205.612903
68.62857143,123.7428571,9089.828571,2159.142857,5810.257143
67.2,136.38,9924.68,1398.5,5478.5
68.08,200.56,12300.36,1969.68,6337.2
66.75,235.15,13083.3,2956.6,5848.65
67.27272727,310.9090909,11284.63636,2321.727273,5230.818182
67.77777778,579.9814815,12108.24074,1480.351852,5721.018519
67.45238095,630.9285714,11009.82143,2148.190476,7098.166667
67.85483871,640.4193548,9633.225806,1832.467742,5580.677419
68.13636364,239.5454545,12876.95455,4574.318182,6704.045455
70.6122449,481.3877551,10432.10204,1369.755102,7344.061224
68.37704918,26.1147541,10287.18033,1648.57377,4061.95082
69.55172414,159.5862069,9061.551724,1316.103448,4190.206897
70.08333333,209.4166667,12954.72222,1633.194444,5659.638889
69.28571429,231.6428571,13827.78571,3331.857143,5789.142857
66.57746479,248.5492958,13888.3662,3635.619718,6119.28169
69.83333333,300.25,11283.44444,2127.777778,5690.333333
68.66666667,411.5333333,10280.66667,2150.266667,6029.933333
68.52,706.88,9369.84,2442.56,4674.44
70.5,98.72727273,9220.727273,1427.090909,9890.181818
70.82978723,309,11880.76596,1814.957447,5738.978723
70.43333333,337.7666667,11531.9,2795.866667,6038.966667
70.42857143,520.2857143,8107.285714,1174.428571,3924.285714
70.82,592.34,13212.4,1839.06,5784.26
71.275,65.275,8780.5,1101.6,3586.65
70.37735849,225.3773585,15894.66038,2503.509434,6588.433962
71.62962963,329.7222222,10752.37037,2933.018519,6015.074074
71.56521739,560.1304348,8745.391304,1421.695652,11787.26087
70.89583333,678.2708333,10290.97917,2709.791667,4478.145833
72.4,40.18571429,10361.32857,1178.614286,5094.242857
72.05263158,259.8421053,13741.31579,3812.526316,6035.394737
71.56896552,364.5172414,13215.48276,2310.172414,7071.155172
72.85714286,255.7142857,12023.42857,2802.285714,6026.142857
73,369.5833333,13543.83333,2409.583333,6965.166667
72.31578947,457.5789474,9038,1364.210526,10609.15789
73,461.625,8905.625,1235,6700.875
72.6,464.96,9516.84,1158.48,6161.28
72.46153846,496.6153846,8121.307692,1217.076923,8425.538462
73.3,691.4666667,9171.433333,2042.433333,4241.7
74.25581395,277.5116279,13291.95349,3049.325581,5520.604651
73.76923077,350.3076923,10616,2370,5314.846154
74,353.7142857,11192.85714,3584.285714,5785.571429
72.71428571,417.4444444,11682.38095,1810.365079,4477.587302
74.55357143,425.1071429,11338.51786,1178.267857,3628.375
74.08823529,446.7941176,9410.058824,1370.558824,11780.44118
74.6,584.72,9742.28,1635.28,5268.6
74.57142857,669,8177.142857,4932.285714,4923.285714
74.5,701.0405405,9651.432432,3230.243243,4161.22973
74.39726027,110.9863014,10726.20548,1461.561644,13875.35616
74.7,281.3,11922.7,2623.8,4840.6
75.02985075,391.4626866,14085.1791,2287.925373,6982.432836
75.26666667,402.8666667,11376.8,3005.133333,5800.8
75.5,455.4642857,9541.75,1487.75,12360.57143
74.61538462,523.5384615,8288.846154,1242.615385,3970.923077
75.47826087,649.4782609,8687.304348,3303.652174,5094.043478
76.21276596,98.14893617,9759.93617,1190.319149,5422.148936
75.2,143,10280.225,1558.475,5007.425
75.45,249.2875,13248.475,3173.625,5667.925
76.28703704,287.8888889,13006.69444,2817.138889,6409.472222
76.21428571,339.5714286,11686.28571,1769.714286,6348
76.4,347.3,10793.8,1717.1,5751.9
75.6984127,566.6031746,10162.42857,1803.714286,5080.904762
73.52873563,604.4827586,12089.33333,2087.908046,6802.908046
75.22222222,617.8888889,9993.944444,1642.027778,6693.694444
76.74358974,200.8076923,12462.62821,3325.525641,5902.397436
76.56666667,297.8,11268.8,1679.633333,7302.5
75.86206897,611.5517241,12103.62069,1549.431034,6887.327586
77.10869565,221.4347826,15795.76087,2508.521739,5467.934783
79.29230769,230.2461538,14767.43077,3025.753846,5180.476923
76.65384615,241.9615385,13601.96154,2400.346154,5738.346154
77.55555556,307.8888889,9925.944444,3326.722222,6167.777778
79.05084746,314.3220339,12162.47458,3174.847458,6192.677966
78.95652174,415.3913043,10503.47826,1882.173913,4077.782609
79.98165138,439.559633,12321.14679,1700.614679,7003.550459
78.61290323,451.2580645,9171.225806,1448.193548,10770.35484
78,573.3508772,10259.47368,1618.912281,5269.017544
77.74074074,628.6666667,10233.48148,2531.962963,5206.444444
78.34482759,640.8965517,9887.017241,1640.965517,5040.068966
76.18292683,658.6829268,9833.146341,2755.47561,4618.853659
78.34246575,131.3972603,10893.63014,1810.136986,4399.616438
80.23333333,145.1666667,10147.73333,1433.5,4832.6
78.58888889,596.5777778,11977.4,1614.611111,7967.288889
78.3245614,83.18421053,9743.061404,1388.394737,4214.684211
80.13333333,153.4666667,10630.06667,1261.377778,5336.277778
80.1025641,162.5897436,10523.12821,2031.192308,3936.769231
80.22727273,209.8636364,11556.68182,4393.590909,6278.272727
81.69047619,239.7142857,14458.7381,4407.785714,6160.904762
79.77966102,328.5762712,11940.74576,3201.118644,5680.254237
78.20930233,513.3488372,8826.348837,1201.348837,5544.465116
81,219,15257.46154,2609.461538,6185
80.5,270.5135135,12485.83784,2912.635135,5613.135135
81.47619048,428.8571429,9905.666667,1453.285714,4411.571429
81.14634146,496.804878,8670,1295.146341,4549.756098
80.66666667,546.1666667,8237.333333,1458,9476
80.73076923,675.8461538,9117.769231,5614.961538,4403.615385
82.31578947,263.1578947,14350.57895,1492.052632,5101.315789
82,322,11685.52381,2360.571429,5588
81.52941176,352,11037.35294,1751.823529,5966.058824
81.96969697,363.0909091,11557.48485,4063.909091,6393.878788
81.61764706,458.2058824,9833.411765,1293.411765,8794.205882
82.4,700.1333333,8720.8,1265.666667,3967.666667
83,217.7142857,14487.21429,3074.428571,6037.214286
82.9047619,345.2380952,10649.47619,1679.619048,5999.380952
82.81034483,371.362069,12529.94828,2671.413793,6173.672414
82.625,571.75,9997.75,1785.25,5672.75
83.47826087,9.173913043,9572.956522,3433.217391,3912.326087
84.73469388,381.3877551,13987.17347,3246.571429,6770.908163
84.68421053,610.4078947,11573.81579,1749.986842,12098.67105
83.36734694,618.755102,10510.69388,1569.44898,6303.530612
84.71014493,625.2608696,9901.173913,1637.318841,5960.797101
84.5,639,8765.888889,3387.777778,4889.944444
83.66666667,685.9,9633.433333,2894.666667,4809.033333
85.52173913,559.6521739,8602.304348,1471.391304,4051.869565
84.24137931,582.6206897,9884,2197.689655,6942.068966
85.14285714,644.0714286,8623.142857,3042.107143,4857.535714
85.42857143,671.9047619,8587.380952,4759.619048,3973.571429
87.3943662,99.85915493,9858.676056,1205.676056,3595.802817
87.425,359.4,11108.9,2046.6,5678
86.14117647,393.0941176,13656.68235,4831.882353,5845.435294
85.9122807,478.8421053,9372.754386,1504.894737,7102.929825
88.09615385,571.8269231,10977.625,1621.980769,6236.538462
87.3,235.1,12678.85,3535.85,5260.85
86,250.2173913,13820.8913,1917.565217,4934.913043
87.19047619,340.9047619,10912.80952,1525.142857,6433.428571
86.66666667,401.2,12932.26667,2311,5953.1
89.25342466,510.1369863,10436.43836,1337.184932,6902.376712
87.5,668,8146,5304.333333,4858
88.625,115.78125,9508.4375,1207.4375,4430.28125
88.13953488,121.9767442,9323.511628,1360.790698,6886.651163
87.91666667,142.5416667,8574.416667,1362.416667,3943.458333
87.41176471,209.1470588,14055.08824,3800.735294,6499.235294
87.92982456,270.8070175,12685.2807,2332.578947,5669.824561
88.44,533.2,8771.52,1263.96,4357.76
88.18181818,708.5454545,8533.454545,1972.636364,5170.818182
90.45762712,186.5254237,11399.62712,1510.271186,5695.067797
89.46153846,211.6923077,15317.38462,4206.615385,5844.923077
89.36,215.9733333,13835.33333,3197.133333,5795.413333
89,276.3333333,13536.44444,2025.555556,5376.888889
87.94444444,327.3333333,10907.88889,2555.333333,6251.888889
89.02941176,464.5882353,9870.294118,1434.176471,7225.117647
89.65,694.4,10382.53333,1914.2,6378.533333
90.12698413,38.31746032,9556.984127,1163.460317,5048.650794
89.1875,247.3125,13946.75,1948.0625,5354.25
89.54545455,293.2727273,11852.87879,4412.545455,5758.545455
90.45833333,297.375,11900.875,4142.416667,6643.541667
91.65625,318.90625,10950.8125,1639.6875,7716.53125
89.27906977,350.6511628,11685.81395,1759.023256,6492.767442
88.92424242,408.8333333,14325.9697,2237.166667,5934.151515
90.375,471.7,9282.3,3303.675,4095.275
90.26923077,657.5769231,8827.653846,3627.653846,5060.884615
89.89655172,684.7241379,9097.586207,2155.896552,5218.551724
91.21052632,69.69736842,9305.144737,1275.578947,7275.039474
91.5625,223.96875,12238.34375,1965.65625,5658.21875
90.72222222,279.5555556,13980.47222,2070.138889,5256.972222
90.78095238,310.6761905,11402.41905,2376.190476,6110.514286
91.975,345.575,12674.6,1837.35,7349.45
90.44,417.92,11799.48,1374.84,4571.76
91.875,445.25,9471.625,1271.875,4591.875
91.05555556,550.4722222,8690.027778,1305.194444,4540
92.15463918,600.0721649,10582.12371,1978.907216,7012.072165
92,624.7777778,9545.777778,4092.555556,4893.333333
93.07272727,246.3818182,12809.50909,2500.945455,5764.109091
93.59183673,268.1836735,11961.87755,2823.857143,5072.265306
92.24,302.48,11147.68,3661.08,7107.92
91.68888889,488.3555556,9273,1381.977778,5386.533333
92.13986014,585.9020979,10531.85315,1815.804196,7569.265734
92.19354839,633.0322581,9386.870968,1890.580645,4514.419355
91.86486486,702.1621622,8951.72973,1351.702703,6320.864865
93.64285714,354.5714286,10539.35714,1973.571429,5777
93.05263158,412.4736842,13423.36842,2325.421053,5500.210526
92.92307692,642.7692308,8400.076923,4358.923077,4557.692308
94.55932203,261.3728814,14114.55932,3934.762712,5130.101695
95.41489362,284.8617021,11991.84043,2255.287234,6041.861702
95.07692308,339.5897436,11429.17949,1612.923077,6181.358974
93.86363636,392.3636364,11862.09091,1782.909091,5392.409091
93.88571429,523.0857143,9135.142857,1457.885714,4313.942857
93.40909091,613.4545455,9012.045455,1574.045455,6722.863636
94.0625,653.125,8522.5625,3456.125,4938.3125
93.69230769,666.2307692,8432.615385,4973,4619.538462
94.75925926,2.62962963,12416.22222,3183.962963,4328.462963
94.98484848,330.8787879,13390.81818,1838.378788,6760.166667
95.31818182,373.0454545,12007.95455,2951.681818,6359.909091
94,380.6111111,11297.5,5004.888889,6590.444444
96.375,249.25,11919.375,1810.5,5034
95.91666667,388.4166667,11573.75,2004,6281.416667
96.42857143,398.9047619,12043.7619,2958.190476,5854.571429
96.50793651,564,9814,1382.47619,6679.904762
96.78947368,86.57894737,8464.736842,1520.315789,3403.421053
97.61111111,104.5,8254.055556,2463.944444,3255.333333
95.85964912,163.877193,8935.631579,1281.421053,8237.526316
95.5,176.1944444,10084.97222,1290.111111,4257.444444
95.91428571,238.8571429,12174.65714,4214.771429,6215.885714
96.9375,367.125,11166.8125,2281.5,6207.9375
96.51612903,432.4193548,12876.77419,1607.419355,4881.225806
96.69811321,543.9622642,9475.45283,1407.433962,4083
98.66666667,436.4444444,12978.24444,1862.244444,5349.977778
98.03508772,477.2631579,12016.94737,2526.122807,4213.035088
97.92,492.4533333,11916.09333,1491.426667,6134.773333
98.07142857,554.6428571,9362.452381,1308.666667,5917.785714
100.3571429,178.4642857,9821.142857,1319.035714,4025.071429
98.62962963,217.6666667,11308.40741,3087,5943.925926
98.90909091,251.3333333,12711.36364,2074.212121,4708.666667
98.375,318.0833333,10810.54167,2049.875,6826.791667
99.41176471,363.4117647,11131.05882,2072.882353,6199.117647
99.47916667,412.3958333,13690.23958,2634.635417,5678.239583
97.85496183,424.4656489,12600.38931,1706.557252,4856.732824
98.41666667,634.9583333,9113,2066.291667,4290.125
98.98484848,670.6060606,9673.590909,5694.5,4720.530303
98.25,234,12034.66667,2087.791667,5083.083333
100.0451128,457.0977444,12016.42857,2093.541353,5342.609023
99.98076923,610.0576923,10273.28846,1680.788462,9666.346154
99.85714286,619.5306122,9084.020408,1322.387755,5176.326531
99.85714286,688.1428571,9010.857143,2244.357143,4765.642857
100.65,28.4,8543.55,1329.55,5414
100.8484848,387.5454545,12060.60606,2950.151515,6174.484848
101.3506494,444.1558442,11739.36364,3045.376623,5896.233766
100.72,466.8,12231.28,1325.28,4456
100.1153846,531.6923077,9128.923077,1489.461538,3944.884615
101.5319149,682.2978723,8907.468085,2726.787234,5569.531915
100.6842105,692.6842105,8748,1718.421053,4311.842105
100.9393939,709.2424242,11133.0303,2036.848485,5396.424242
102.6056338,7.169014085,10907.02817,2134,4220.816901
101.6666667,77.08333333,8543.625,1107.833333,4088.958333
101.890411,261.8493151,12070.41096,2784.232877,4914.136986
101.9545455,358.2272727,10828.86364,2718.636364,5696.727273
102,376.9215686,11956.33333,3898.901961,6219.333333
101.56,402.76,12312.8,1733.6,6038.96
101.8333333,580.9166667,8094.166667,1971.083333,6162.083333
103.4,26.2,8695.3,1438.4,5118.6
102.3333333,213.4444444,11632.72222,2549.888889,5272.388889
103.6326531,247.7142857,11726.30612,1908.061224,4456.367347
102.7058824,380.7647059,12846.64706,3146.294118,6355.411765
103.25,602.7857143,8981.928571,1284.5,5639.5
102.7,697.1,9194.3,1341.9,4564.15
102.9375,340.55,12870.7625,2211.2,6153.4125
104.1818182,350.5909091,10325.04545,2106,5918.136364
104.9230769,531.6923077,9191.692308,1518.423077,3832.038462
104.2727273,662.0909091,9234.5,3886.818182,4658.818182
105.7272727,212.7272727,10398,2404.272727,4944.363636
104.8709677,233.8064516,12745.62903,2012.451613,5500.096774
104.0588235,274.7058824,10374.82353,2598.058824,4728.058824
105.875,381.8125,13514.4375,3696.5625,7262.875
105.4583333,385.6666667,12698.58333,3336.583333,6646.291667
105.2674419,395.3837209,14115.5814,3349.011628,6558.767442
105.2857143,591.5238095,8677.190476,1406.285714,4115.285714
105.4814815,657.1851852,9119.592593,4874.111111,4820.851852
105.6714286,301.0428571,12484.35714,2439.928571,5816.885714
106.25,316.3166667,12080.8,1964.55,5641.366667
106.9491525,618.5932203,10251.32203,1887.474576,4266.576271
106.7666667,40.4,9029.533333,1159.233333,4540.133333
106.7777778,227.7777778,11181.66667,1687.777778,6218.111111
107.9642857,91.35714286,8624.75,2472.357143,5511.678571
107.5918367,188.6326531,9367.061224,2238.408163,4080.571429
107.5555556,309.8148148,10437.44444,1612,6223.296296
107.7230769,468.3538462,12518.13846,1635.815385,5076.292308
107.5316456,478.835443,14141.11392,1569.455696,5043.35443
107.5217391,599.173913,8759.956522,1431.347826,5752.913043
108.0714286,631.0714286,8444.428571,1460.785714,4240.428571
107.4666667,647.5333333,9816.6,1513.266667,4370.633333
107.9090909,672.5909091,9508.681818,2234.909091,5115.136364
109.2068966,144.9310345,8963.775862,1126.637931,3386.017241
109.5714286,227.0714286,10450.35714,1679.785714,5674.214286
110.4634146,283.9674797,12550.12195,2409.333333,5759.357724
108.7428571,359.1428571,12610.71429,2186.514286,6001.885714
109.7333333,180.4666667,8943.333333,2196.033333,3903.466667
109.6,194.3,9227.9,1732.6,4415.4
110.1707317,209.4146341,11960.5122,1521.073171,4605.560976
110.0465116,274.2325581,10944.2093,2159.465116,4821.72093
109.0952381,346.6666667,10731.09524,1672.238095,6004.952381
109.78125,352.71875,11097.125,1655.40625,5628.4375
109.5,364.85,11860.75,2386.125,6223.425
108.75,414.8888889,13673.91667,2634.055556,5433.972222
110.0454545,541.2727273,8727.318182,1195.363636,3728.863636
109.4054054,582.4594595,8901.405405,1764.108108,10322.54054
111.7391304,249.2173913,12242.21739,2345.057971,5115.434783
111.0454545,370.7272727,11256.54545,3563.545455,7048.136364
